EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,NICAR_RULEYEAR,NICAR_RULEMON,NICAR_TAXYEAR,NICAR_TAXMONTH
10279581,MIDCOAST HOSPITAL-BRUNSWICK AUXILIARY,% BARBARA GRAY,123 MEDICAL CENTER DR,BRUNSWICK,ME,04011-2652,0,3,3,1000,197304,1,17,999000000,5,1,201506,4,4,1,0,6,183208,167133,167133,,,1973,4,2015,6
10279587,WABAN PROJECTS INC,,5 DUNAWAY DR,SANFORD,ME,04073-5143,0,3,3,1000,196801,1,15,325059160,1,1,201406,8,8,1,0,6,18026747,14641146,14620793,P820,,1968,1,2014,6
10279698,WEST POLAND HIGHLAND CEMETERY CORPORATION,% DUCHARME,69 WHITE OAK HILL RD,POLAND,ME,04274-6721,0,13,3,2000,200102,1,0,0,1,1,201412,4,3,2,0,12,370979,44549,44549,Y50,,2001,2,2014,12
10279932,COMMUNITY ALCOHOLISM ORIENTATION HOUSE INC,,30 MELLEN ST,PORTLAND,ME,04101-2110,0,3,3,1000,196807,1,15,179150000,1,1,201206,3,2,2,0,6,29704,20500,20500,F22Z,,1968,7,2012,6
10280026,MAPLE GROVE CEMETERY CORPORATION,% SCOTT ROLERSON,198 W BAY RD,ISLESBORO,ME,04848-4707,0,13,3,1000,201308,1,0,0,1,1,201312,0,0,2,0,12,0,0,0,Y50,,2013,8,2013,12
10280047,HILLSIDE CEMETERY,% WILLIAM R BURMEISTER,PO BOX 51,PARIS,ME,04271-0051,0,13,3,2000,196812,1,0,900000000,1,1,201512,0,0,2,0,12,0,0,0,,,1968,12,2015,12
10280221,COMMUNITY LIVING ASSOCIATION,% RON LANGWORTHY,45 SCHOOL ST,HOULTON,ME,04730-2010,0,3,3,1000,198612,1,17,152031160,1,1,201506,6,7,1,0,6,3633098,8561494,8561494,P820,,1986,12,2015,6
10280225,CATHOLIC CHARITIES MAINE,,PO BOX 10660,PORTLAND,ME,04104-6060,928,3,9,1700,194603,1,16,408431560,1,1,201409,8,8,1,0,9,13833975,29711385,29084730,P200,,1946,3,2014,9
10280259,MAINE DISTRICT NAZARENE CAMP GROUNDS INC,,315 HIGHLAND AVE,S PORTLAND,ME,04106-4510,0,3,3,7000,197008,1,10,998000000,1,1,,0,0,6,0,5,0,0,0,,,1970,8,,
10280430,HOUSING INC FORT KENT,% LOUIS ALBERT,PO BOX 466,FORT KENT,ME,04743-0466,0,4,3,3000,196802,2,0,382575402,1,1,201412,6,4,1,0,12,3816827,391524,391524,,,1968,2,2014,12
10280483,MAINE PULP & PAPER ASSOCIATION,,PO BOX 5670,AUGUSTA,ME,04332-5670,0,6,3,2000,196905,2,0,200059000,1,1,201412,3,4,1,0,12,68675,346082,113494,,,1969,5,2014,12
10280513,WABAN ASSOCIATION FOR RETARDED CITIZENS INC,% MICHAEL WARREN DIR,5 DUNAWAY DR,SANFORD,ME,04073-5143,0,3,3,1000,196808,1,15,0,1,1,201506,6,4,1,0,6,1577942,145363,145363,P820,,1968,8,2015,6
10280557,FIRST CONGREGATIONAL CHURCH OF FARMINGTON,,235 MAIN ST,FARMINGTON,ME,04938-1910,0,3,3,7000,196806,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,,1968,6,,
10280723,CREATIVE WORK SYSTEMS,,619 BRIGHTON AVE,PORTLAND,ME,04102-2323,0,3,3,1200,196701,1,15,160566568,1,1,201506,8,8,1,0,6,19381247,12023118,11094968,J300,,1967,1,2015,6
10281013,READFIELD UNITED METHODIST CHURCH,,PO BOX 286,KENTS HILL,ME,04349-0286,2573,3,9,7100,197410,1,10,1919000,5,1,201312,0,0,6,0,12,0,0,0,,,1974,10,2013,12
10281021,PITTSFIELD FIRST BAPTIST CHURCH,,PO BOX 217,PITTSFIELD,ME,04967-0217,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,3299,1955,4,,
10281420,FORT KENT GOLF CLUB,,PO BOX 436,FORT KENT,ME,04743-0436,0,7,3,1000,196912,2,0,319317000,1,1,201412,4,4,1,0,12,227129,227824,190851,,,1969,12,2014,12
10281533,GREEN VALLEY ASSOCIATION,,PO BOX 127,ISLAND FALLS,ME,04747-0127,0,3,3,1000,198209,1,15,998000000,1,1,201506,6,6,1,0,6,1254157,1959982,1959982,P820,,1982,9,2015,6
10281558,PARIS PUBLIC LIBRARY ASSOCIATION,,37 MARKET SQ,SOUTH PARIS,ME,04281-1545,0,3,3,1000,199611,1,15,61000000,1,1,201506,4,4,1,0,6,436674,181516,181516,B71Z,,1996,11,2015,6
10281678,UNITED STEELWORKERS,% MICHAEL WILLIAMS,PO BOX 658,BUCKSPORT,ME,04416-0658,260,5,9,3000,194012,2,0,263059269,5,1,201412,3,4,1,0,12,63957,106255,106255,J40,00261 LOCAL,1940,12,2014,12
10281875,EASTERN MAINE DEVELOPMENT CORPORATION,,40 HARLOW ST,BANGOR,ME,04401-5102,0,3,3,1000,199409,1,15,403000000,1,1,201409,7,6,1,0,9,8515108,3978900,3978900,S300,,1994,9,2014,9
10282197,GUILFORD DEVELOPMENT CORP,,99 RIVERBEND DR,GUILFORD,ME,04443-6361,0,4,3,3000,196807,2,0,399000000,1,1,201412,5,4,1,0,12,877091,334757,334757,,,1968,7,2014,12
10282328,PISCATAQUA GARDEN CLUB,,PO BOX 363,YORK HARBOR,ME,03911-0363,0,3,3,1200,196909,1,9,356000000,5,1,201412,0,0,2,0,12,0,0,0,,,1969,9,2014,12
10282340,PENOBSCOT VALLEY PI BETA PHI HOUSE INC,% ELAINE BLAKE,C/O ELAINE BLAKE 22 FRANCES DRIVE,HAMPDEN,ME,04444-0000,0,7,3,1000,199203,2,0,36000000,1,1,201506,3,1,2,0,6,74256,2912,2912,,,1992,3,2015,6
10282632,BANGOR HALF-WAY HOUSE INC,,98 CUMBERLAND ST,BANGOR,ME,04401-5234,0,3,3,1000,196603,1,15,59179000,1,1,201506,5,4,1,0,6,562709,165439,88296,F34Z,,1966,3,2015,6
10282686,KEY CLUB INTERNATIONAL,% MIKE VANDERMARK,256 MAIN ST,SOUTH PARIS,ME,04281-1629,1021,4,9,1000,194802,2,0,268927328,5,1,201412,0,0,2,0,12,0,0,0,,H83388 OXFORD HILLS HIGH SCHOOL,1948,2,2014,12
10282701,CENTER FOR MAINE CONTEMPORARY ART,% DIRECTOR,PO BOX 147,ROCKPORT,ME,04856-0147,0,3,3,2000,196805,1,15,65207119,1,1,201503,6,6,1,0,3,2665644,1362318,1065260,A510,,1968,5,2015,3
10282849,KITTERY ART ASSOCIATION,,PO BOX 44,KITTERY POINT,ME,03905-0044,0,3,3,2000,199907,1,16,0,1,1,201509,0,0,2,0,9,0,0,0,A51,MORGAN VANCE,1999,7,2015,9
10282853,BANGOR HISTORICAL SOCIETY,,159 UNION ST,BANGOR,ME,04401-6147,0,3,3,1000,199810,1,15,62000000,1,1,201412,6,3,1,0,12,1004958,70259,70259,,,1998,10,2014,12
10282855,B M CLARK FOUNDATION,,133 WESTVIEW DR,MERIDEN,CT,06450-4763,0,3,3,1000,197009,1,4,40000000,1,1,201412,3,3,0,1,12,58193,31838,0,,,1970,9,2014,12
10282915,WEST PARIS BAPTIST,,PO BOX 57,WEST PARIS,ME,04289-0057,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,,1955,4,,
10283020,ANDROSCOGGIN COUNTY FISH & GAME ASSOCIATION,% GARY LATUSCHA,PO BOX 2128,LEWISTON,ME,04241-2128,0,7,3,1000,196902,2,0,350319317,1,1,201503,4,3,1,0,3,306441,98353,83433,,,1969,2,2015,3
10283068,TRINITARIAN PARISH CHURCH,,PO BOX 108,CASTINE,ME,04421-0108,0,3,3,7000,196908,1,10,29000000,5,1,,0,0,6,0,9,0,0,0,,,1969,8,,
10283265,ANDROSCOGGIN YACHT CLUB,,PO BOX 241,WAYNE,ME,04284-0241,0,7,3,1000,201407,2,0,0,1,1,201412,0,0,2,0,12,0,0,0,N50,,2014,7,2014,12
10283327,GORHAM COOPERATIVE PRESCHOOL,,28 BALL PARK RD,GORHAM,ME,04038-1421,0,3,2,2000,197410,1,11,32000000,1,1,201505,3,3,1,0,5,42910,81245,79357,,,1974,10,2015,5
10283334,SOUTH BLUE HILL CEMETERY ASSOCIATION INC,% DOLLY ROBERTSON,PO BOX 633,BLUE HILL,ME,04614-0633,0,13,3,1000,196905,1,0,900000000,1,1,201404,0,0,2,0,4,0,0,0,,,1969,5,2014,4
10283351,CHEBEAGUE ISLAND COUNCIL,,PO BOX 12,CHEBEAGUE IS,ME,04017-0012,0,3,3,1000,201203,1,15,999000000,1,1,201402,4,3,2,0,2,174771,73477,0,W20,,2012,3,2014,2
10283455,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% MATTHEW C FISKE,40 OXFORD ST,MILLINOCKET,ME,04462-1243,9154,19,9,1000,198705,1,0,907908000,1,1,201506,1,4,1,0,6,4300,114840,98840,,4154 FRANCIS E ELLIOTT POST,1987,5,2015,6
10283465,WATERVILLE AREA YMCA,,126 NORTH ST,WATERVILLE,ME,04901-4954,0,3,3,1000,197101,1,15,324000000,1,1,201503,5,5,1,0,3,646043,931570,931570,P27Z,,1971,1,2015,3
10283659,MAINE HORSE ASSOCIATION INC,% DOLLIE HUTCHINS,9 BAUNEG BEG RD,SANFORD,ME,04073-5002,0,7,3,1000,197512,2,0,288000000,1,1,201412,4,2,2,0,12,145029,21126,21126,,,1975,12,2014,12
10283794,MAINE HEALTH CARE ASSOC,,317 STATE ST,AUGUSTA,ME,04330-7037,0,6,3,2000,197808,2,0,200000000,1,1,201409,5,6,1,0,9,675774,1205775,1196648,,,1978,8,2014,9
10283797,MAINE ASSOCIATION OF SUBSTANCE ABUSE PROGRAMS,,295 WATER ST STE 200,AUGUSTA,ME,04330-4660,0,6,3,1000,199308,2,0,205000000,1,1,201506,5,6,1,0,6,550958,1463167,1463167,,,1993,8,2015,6
10284115,MAIN IDEA INC,% SARAH STERN TREASURER,180 EAST PROSPECT AVE 178,MAMARONECK,NY,10543-3709,0,3,3,1200,196905,1,16,325059349,1,1,201412,5,4,1,0,12,874209,440033,368416,,,1969,5,2014,12
10284221,LUBEC MEMORIAL LIBRARY,,55 WATER ST,LUBEC,ME,04652-1146,0,3,3,1200,199707,1,15,61000000,1,1,201412,6,3,1,0,12,1186075,75280,75280,B70Z,,1997,7,2014,12
10284280,MULTIPLE HANDICAPPED ASSOCIATION OF CENTRAL AROOSTOOK,,PO BOX 1074,CARIBOU,ME,04736-1074,0,3,3,2000,197903,1,9,160000000,1,1,201506,4,4,1,0,6,259121,201939,201939,B28Z,ADULT MULTIPLE ALTERNATIVE CENTER,1979,3,2015,6
10284340,GOODWILL INDUSTRIES OF NORTHERN NEW ENGLAND,,34 HUTCHERSON DRIVE,GORHAM,ME,04038-2743,0,3,3,1200,196908,1,15,160000000,1,1,201406,9,9,1,0,6,52785463,77289742,71524424,J32Z,,1969,8,2014,6
10284352,CHRISTIAN SCIENCE COMMITTEE ON PUBLICATION FOR MAINE,% WESLEY T DAVIS,21 ANNIES WAY,GORHAM,ME,04038-2391,425,3,9,7000,194106,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,,1941,6,,
10284446,REDINGTON-FAIRVIEW GENERAL HOSPITAL,,PO BOX 468,SKOWHEGAN,ME,04976-0468,0,3,3,1000,196910,1,12,150000000,1,1,201406,9,9,1,0,6,101992529,81089005,81089005,E220,,1969,10,2014,6
10284545,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS-MAINE,% MAX LYNDS,PO BOX 11515,PORTLAND,ME,04104-7515,0,6,3,1000,197607,2,0,205202000,1,1,201506,0,0,2,0,6,0,0,0,,,1976,7,2015,6
10284742,AMERICAN LEGION,% MARTHA MCINTYRE,14 POOLE ST,CALAIS,ME,04619-1719,925,19,9,1000,194603,1,0,907908000,1,1,201312,0,0,2,0,12,0,0,0,,0003 SHERMAN BROS POST,1946,3,2013,12
10284906,YORK COMMUNITY SERVICE ASSOCIATION,,PO BOX 180,YORK,ME,03909-0180,0,3,3,1000,196903,1,15,561000000,5,1,201412,4,5,1,0,12,460719,547923,547923,P29Z,,1969,3,2014,12
10285070,AMERICAN CIVIL LIBERTIES UNION OF MAINE,,121 MIDDLE STREET,PORTLAND,ME,04101-7123,2131,4,9,1000,197012,2,0,430000000,5,1,201503,3,3,1,0,3,52077,77621,77621,,,1970,12,2015,3
10285190,SMITH TOBEY POST N0 TWENTY ONE OF DEPT OF MAINE AMERICAN LEGION INC,,PO BOX 463,BATH,ME,04530-0463,0,19,3,1000,201406,1,0,907908000,5,1,201412,5,4,1,0,12,829820,470229,323686,W30,,2014,6,2014,12
10285286,PENOBSCOT BAY MEDICAL CENTER,% ELMER DOUCETTE,4 WHITE ST,ROCKLAND,ME,04841-2953,0,3,3,1000,197006,1,12,150179000,1,1,201409,9,9,1,0,9,130043933,112031505,112031505,E22,,1970,6,2014,9
10285449,SOUTHERN KENNEBEC CHILD DEVELOPMENT CORPORATION,,337 MAINE AVE,FARMINGDALE,ME,04344-2900,0,3,3,1000,196910,1,16,0,5,1,201505,6,6,1,0,5,2101581,3896109,3896109,,,1969,10,2015,5
10285516,MEGUNTICOOK WATERSHED ASSOCIATION,,PO BOX 443,CAMDEN,ME,04843-0443,0,3,3,2000,197212,1,15,350000000,1,1,201504,4,4,1,0,4,191715,108473,105785,,,1972,12,2015,4
10285528,LEVEY DAY SCHOOL,,400 DEERING AVE,PORTLAND,ME,04103-4454,0,3,3,1200,196912,1,11,29030000,1,1,201506,3,4,1,0,6,33506,384190,378500,,,1969,12,2015,6
10285906,FOR DEVELOPMENTAL RESOURCES,,PO BOX 363,BIDDEFORD,ME,04005-0363,0,3,3,1000,197901,1,15,160000000,1,1,201506,4,4,1,0,6,120046,111458,111458,,,1979,1,2015,6
10285920,EAST GRAND HEALTH CENTER INC,,201 HOULTON RD,DANFORTH,ME,04424-3140,0,3,3,1000,197111,1,16,995154179,1,1,201503,4,4,1,0,3,466766,438419,438419,E30Z,,1971,11,2015,3
10286071,KAPPA DELTA PHI INC,,373 S WILLOW ST STE 111,MANCHESTER,NH,03103-5751,2047,7,6,1000,196911,2,0,59036040,1,1,201408,3,3,1,0,8,27347,88895,88895,,,1969,11,2014,8
10286266,SEASIDE CEMETERY CORPORATION,% DAVID LOWELL,PO BOX 497,TENANTS HBR,ME,04860-0497,0,13,3,1000,197004,1,0,900000000,1,1,201412,0,0,2,0,12,0,0,0,,,1970,4,2014,12
10286413,RESURRECTION LUTHERAN CHURCH,,36 COOL ST,WATERVILLE,ME,04901-5220,1709,3,9,7000,194107,1,10,1029000,5,1,,0,0,6,0,12,0,0,0,,,1941,7,,
10286479,LITTLE LEAGUE BASEBALL INC,% SCOTT LYNCH,11 POND RIDGE DR,LEWISTON,ME,04240-2319,3158,3,9,1000,198105,1,15,59328317,5,1,201409,3,3,1,0,9,44043,57991,50409,,LEWISTON LITTLE LEAGUE PLAYGROUND,1981,5,2014,9
10286541,MAINE DENTAL SERVICE CORPORATION,,PO BOX 2002,CONCORD,NH,03302-2002,0,4,3,3000,197007,2,0,179211000,1,1,201412,8,9,1,0,12,48440561,109587489,104214810,,,1970,7,2014,12
10286579,WILTON FREE LIBRARY ASSOCIATION,,PO BOX 454,WILTON,ME,04294-0454,0,3,3,1000,199001,1,15,0,1,1,201406,5,4,1,0,6,601266,148721,148721,B71Z,,1990,1,2014,6
10286639,GLAD TIDINGS CHURCH,,1033 BROADWAY,BANGOR,ME,04401-2920,0,3,3,1000,197309,1,10,1000000,1,1,201312,0,0,6,0,12,0,0,0,,,1973,9,2013,12
10286900,KNOX-LINCOLN COUNTY FARM BUREAU ASSOC,% LARRY SCOTT,391 GOSHEN RD,WALDOBORO,ME,04572-6212,0,5,3,1000,197109,2,0,200000000,1,1,201509,0,0,2,0,9,0,0,0,,,1971,9,2015,9
10286963,ARUNDEL YACHT CLUB,,PO BOX 328,KENNEBUNKPORT,ME,04046-0328,0,7,3,1000,199305,2,0,318319000,1,1,201508,4,4,1,0,8,349743,186761,183936,,,1993,5,2015,8
10287022,THEATER AT MONMOUTH,,PO BOX 385,MONMOUTH,ME,04259-0385,0,3,3,2000,197205,1,16,119000000,1,1,201412,6,5,1,0,12,1223858,605879,560032,A650,,1972,5,2014,12
10287217,CORNER NURSERY SCHOOL,,18 MOUNTAIN RD,FALMOUTH,ME,04105-2509,0,3,3,2000,197406,1,11,32000000,1,1,201406,0,0,2,0,6,0,0,0,,,1974,6,2014,6
10287586,CUSHING HISTORICAL SOCIETY,% NO,PO BOX 110,CUSHING,ME,04563-0110,0,3,3,2000,197402,1,9,62000000,1,1,201508,0,0,2,0,8,0,0,0,,,1974,2,2015,8
10287624,H O M E INC,,PO BOX 10,ORLAND,ME,04472-0010,0,3,3,1200,197106,1,16,149917566,1,1,201412,6,6,1,0,12,2409554,1593905,1518837,,,1971,6,2014,12
10287775,SCHOOL AROUND US,,281 LOG CABIN RD,ARUNDEL,ME,04046-7720,0,3,3,2000,197007,1,11,46030032,5,1,201506,3,4,1,0,6,54651,178769,161519,,,1970,7,2015,6
10287814,CARIBOU COUNTRY CLUB,% JEFFREY R IRVING,PO BOX 633,CARIBOU,ME,04736-0633,0,7,0,1000,0,0,0,0,5,1,201412,4,4,1,0,12,110511,102193,102193,,,0,0,2014,12
10288129,ORONO HEALTH ASSOCIATION,,PO BOX 25,ORONO,ME,04473-0025,0,3,3,1000,197211,1,16,154179917,1,1,201504,0,0,2,0,4,0,0,0,,,1972,11,2015,4
10288275,MAINE MARINE TRADE ASSN,,2 MAIN STREET BLDG 18 SUITE 128,BIDDEFORD,ME,04005-2079,0,6,3,1000,199106,2,0,200207000,1,1,201409,3,4,1,0,9,59589,171963,171963,,,1991,6,2014,9
10288347,MAIN AUTOMOBILE DEALERS ASSOC INC INSURANCE TRUST 180 CIVIC CENTER D,,PO BOX 2667,AUGUSTA,ME,04338-2667,0,9,3,1000,196801,2,0,211000000,2,1,201405,8,8,1,0,5,0,0,0,E81Z,,1968,1,2014,5
10288362,COMMUNITY COUNSELING CENTER,,78 ATLANTIC PL,S PORTLAND,ME,04106-2316,0,3,3,1000,197102,1,15,160000000,1,1,201403,0,7,1,0,3,0,5001267,5001267,F320,,1971,2,2014,3
10288363,CRISIS AND COUNSELING CENTERS INC,% TIMOTHY D FLOYD,10 CALDWELL RAOD,AUGUSTA,ME,04332-0000,0,3,3,1000,197111,1,15,59000000,2,1,201406,6,7,1,0,6,3192566,7277429,7277429,F40,,1971,11,2014,6
10288480,THREE RIVERS AMBULANCE SERVICE,,PO BOX 432,MILO,ME,04463-0432,0,3,3,1000,197203,1,16,160179000,1,1,201412,5,4,1,0,12,632285,345183,345183,,,1972,3,2014,12
10288542,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,,21 GABRIEL DR,AUGUSTA,ME,04330-7852,64,5,9,3000,194008,2,0,263264279,5,1,201412,5,6,1,0,12,960086,1214412,1213387,,2327 LOCAL UNION,1940,8,2014,12
10288757,CHILD AND FAMILY OPPORTUNITIES INC,% CHIL,PO BOX 648,ELLSWORTH,ME,04605-0648,0,3,3,1000,197103,1,15,402000000,1,1,201411,6,6,1,0,11,4059595,4305028,4167835,P300,,1971,3,2014,11
10300548,ANCIENT FREE & ACCEPTED MASONS IN MAINE,% KENNETH STEWART,PO BOX 162,PRESQUE ISLE,ME,04769-0162,275,10,9,1000,194101,1,0,36000000,5,1,201512,0,0,2,0,12,0,0,0,,130 TRINITY,1941,1,2015,12
10309344,KNIGHTS OF COLUMBUS,,PO BOX 458,OLD TOWN,ME,04468-0458,188,8,9,1000,194010,1,0,36029265,5,1,201412,4,3,1,0,12,108475,77861,42690,,2537 FATHER DRUILETTE COUNCIL,1940,10,2014,12
10309353,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% RONALD SMITH,PO BOX 1761,BANGOR,ME,04402-1761,9154,19,9,1000,198705,2,0,907908000,5,1,201406,4,4,1,0,6,320124,133505,14410,,1761 DOW-CLEWLEY VFW POST,1987,5,2014,6
10309364,DEERING MEMORIAL POST 6859 VFW INC,,687 FOREST AVE,PORTLAND,ME,04103-4101,0,19,3,1000,197201,2,0,907000000,1,1,201412,4,5,1,0,12,397632,964169,853150,,,1972,1,2014,12
10309930,GUSTAV ADOLPH LUTHERAN CHURCH,,48 CAPITOL HILL RD,NEW SWEDEN,ME,04762-3502,9386,3,9,7000,198804,1,10,1000000,1,1,,0,0,6,0,12,0,0,0,,,1988,4,,
10310087,HANCOCK COUNTY PLANNING COMMISSION,,395 STATE ST,ELLSWORTH,ME,04605-3333,0,3,3,1000,199111,1,15,400402000,1,1,201406,4,4,1,0,6,367212,304195,304195,C025,,1991,11,2014,6
10310327,TRASK LAWN CEMETERY CORP,% ROBERT CLARK,638 S CLARY RD,JEFFERSON,ME,04348-3270,0,13,3,1000,197205,1,0,900000000,1,1,201504,0,0,2,0,4,0,0,0,,,1972,5,2015,4
10310533,VISUAL EDUCATION CENTER INC,,15 HIGHLAND VIEW RD,CUMBERLAND,RI,02864-1124,0,3,3,2000,196505,1,9,30160000,5,1,201412,0,0,2,0,12,0,0,0,,,1965,5,2014,12
10310537,PORTAGE HILLS COUNTRY CLUB,,PO BOX 866,ASHLAND,ME,04732-0866,0,7,3,1000,199711,2,0,280000000,1,1,201412,3,3,1,0,12,26577,72803,67389,,,1997,11,2014,12
10310547,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% PETER C EVERETT,PO BOX 141,MEXICO,ME,04257-0141,239,4,9,3000,194012,2,0,911520000,5,1,201506,0,0,2,0,6,0,0,0,S80,13621 MEXICO,1940,12,2015,6
10313050,FIRST PARISH CEMETERY ASSOC -YORK CEMETERY-,,180 YORK ST,YORK,ME,03909-1314,0,13,3,2000,195303,1,0,900901000,5,1,201412,6,5,1,0,12,2079540,971393,235243,Y52Z,,1953,3,2014,12
10313213,YORK GOLF & TENNIS CLUB,,62 ORGANUG RD,YORK,ME,03909-1307,0,7,3,1000,197305,2,0,319000000,1,1,201412,6,6,1,0,12,2558239,2658846,2428324,,,1973,5,2014,12
10314110,AMICUS,,96 13TH ST,BANGOR,ME,04401-4538,0,3,3,1000,197302,1,9,160000000,1,1,201506,6,7,1,0,6,2788670,5573496,5573496,P700,,1973,2,2015,6
10314565,HOME BUILDERS ASSOCIATION OF MAINE INC,,PO BOX 352,BRUNSWICK,ME,04011-0352,0,6,3,2000,197205,2,0,200000000,1,1,201506,2,3,1,0,6,22599,50128,47178,,,1972,5,2015,6
10314583,ANCIENT FREE & ACCEPTED MASON OF MAINE,% NEAL R HAINES,41 HATCH DRIVE SUITE 2,CARIBOU,ME,04736-2158,275,10,9,1000,194101,1,0,36000000,5,1,201412,0,0,2,0,12,0,0,0,,170 CARIBOU,1941,1,2014,12
10315000,PORTLAND ELECTRICAL JOINT APPRENTICESHIP & TRAINING FUND,,PO BOX 1289,LEWISTON,ME,04243-1289,0,3,3,2000,197206,1,16,149000000,2,1,201406,4,4,1,0,6,214413,233285,200359,J22Z,,1972,6,2014,6
10315181,SANDY RIVER AMBULANCE ASSOCIATION,% ADAM DIXON,PO BOX 192,PHILLIPS,ME,04966-0192,0,3,3,1000,197207,1,15,999000000,1,1,201412,0,0,2,0,12,0,0,0,,,1972,7,2014,12
10315296,AVESTA HOUSING DEVELOPMENT CORPORATION,,307 CUMBERLAND AVE,PORTLAND,ME,04101-4920,0,3,3,1000,197611,1,15,380381398,1,1,201412,8,7,1,0,12,32669189,8732100,7233226,L210,,1976,11,2014,12
10315732,MIDCOAST MAINE COMMUNITY ACTION,,34 WING FARM PKWY,BATH,ME,04530-1515,0,3,3,1000,197305,1,15,349032000,1,1,201409,6,7,1,0,9,4615970,5716983,5275617,P200,,1973,5,2014,9
10315847,HALFWAY HOUSE INC,,5 GRANT ST,PORTLAND,ME,04101-2314,0,3,3,1200,197408,1,15,572000000,1,1,201406,5,5,1,0,6,993313,764204,764204,I31Z,,1974,8,2014,6
10315849,AROOSTOOK COUNTY ACTION PROGRAM INC,% N PROGRAM INC,771 MAIN ST,PRESQUE ISLE,ME,04769-2201,0,3,3,1000,197206,1,15,560566574,1,1,201409,7,7,1,0,9,5222607,8786850,8786850,I720,,1972,6,2014,9
10315923,BROOKSVILLE FREE PUBLIC LIBRARY INC,,PO BOX 38,BROOKSVILLE,ME,04617-0038,0,3,3,1000,197303,0,15,0,1,1,201412,4,4,1,0,12,227666,122054,122054,,,1973,3,2014,12
10315931,COASTAL OPPORTUNITIES,,PO BOX 637,CAMDEN,ME,04843-0637,0,3,3,1000,197203,1,16,59160000,1,1,201506,7,6,1,0,6,9111335,4576404,4329494,,,1972,3,2015,6
10316470,AMERICAN LEGION R C OWEN HOME CORP POST 96 F E CLARK,,PO BOX 161,SACO,ME,04072-0161,925,19,9,1000,194603,1,0,907908000,5,1,201212,0,0,2,0,12,0,0,0,,,1946,3,2012,12
10316813,TRI-COUNTY MENTAL HEALTH SERVICES,,PO BOX 2008,LEWISTON,ME,04241-2008,0,3,3,1000,197509,1,12,166000000,1,1,201406,7,8,1,0,6,9069181,20400897,20272251,E99Z,,1975,9,2014,6
10316964,RILEY SCHOOL INC,,PO BOX 159,ROCKPORT,ME,04856-0159,0,3,3,2000,197301,1,11,30000000,1,1,201406,5,5,1,0,6,862584,722035,722035,B24Z,,1973,1,2014,6
10316968,ISLESBORO HISTORICAL SOCIETY,,PO BOX 301,ISLESBORO,ME,04848-0301,0,3,3,2000,197209,1,15,62000000,1,1,201412,4,4,1,0,12,451961,274269,227140,,,1972,9,2014,12
10317033,MAINE CAMPGROUND OWNERS NEW SOUTHWICK ASSOC,,10 FALCON ROAD,LEWISTON,ME,04240-5833,0,6,3,2000,197701,2,0,200205000,1,1,201503,4,5,1,0,3,427201,513735,513610,,,1977,1,2015,3
10317103,SENIORSPLUS,,8 FALCON RD,LEWISTON,ME,04240-5815,0,3,3,1000,198303,1,15,153569575,1,1,201406,7,8,1,0,6,6091690,18146715,18146715,P810,,1983,3,2014,6
10317214,SIMPSON MEMORIAL CHURCH OF THE CHRISTIAN AND MISSIONARY ALLIANCE,,1301 WASHINGTON AVE,PORTLAND,ME,04103-3646,2284,3,9,7000,197205,0,10,1000000,5,1,,0,0,6,0,12,0,0,0,,NORTH DEERING ALLIANCE CHURCH,1972,5,,
10317232,UNITED SOCIETY OF SHAKERS,,707 SHAKER RD,NEW GLOUCESTR,ME,04260-2652,0,3,3,7120,197206,1,15,29059000,1,1,201412,6,5,1,0,12,4008501,927162,502526,X21Z,,1972,6,2014,12
10317317,FRATERNAL ORDER OF EAGLES,,22 ATLANTIC AVE,BREWER,ME,04412-1518,102,8,9,1000,199108,2,0,260000000,5,1,201405,5,6,1,0,5,765795,1558829,1285406,,3177 AERIE,1991,8,2014,5
10317540,SWANS ISLAND EDUCATIONAL SOCIETY,% JEANNE HOYLE,PO BOX 12,SWANS ISLAND,ME,04685-0012,0,3,3,1000,197401,1,16,59000000,1,1,201412,6,3,1,0,12,1147799,81141,77051,,,1974,1,2014,12
10317602,OCEANVIEW MANOR INC,% OCEAN PINES,PO BOX 7354,OCEAN PARK,ME,04063-7354,0,3,3,1000,197911,1,16,153382575,1,1,201412,6,5,1,0,12,1220084,593262,593262,L22Z,,1979,11,2014,12
